inst#,actual,predicted,error,prediction
927,2:-,1:+,+,0.743
928,2:-,2:-,,1
929,2:-,2:-,,0.867
930,2:-,2:-,,0.789
931,2:-,2:-,,0.984
932,2:-,2:-,,0.811
933,2:-,2:-,,0.893
934,2:-,2:-,,0.614
935,2:-,2:-,,0.991
936,2:-,1:+,+,0.678
937,2:-,2:-,,0.957
938,2:-,2:-,,0.999
939,2:-,2:-,,0.6
940,2:-,2:-,,0.971
941,2:-,2:-,,0.532
942,2:-,2:-,,0.965
943,2:-,2:-,,0.971
944,2:-,1:+,+,1
945,2:-,2:-,,0.836
946,2:-,2:-,,0.578
947,2:-,2:-,,0.873
948,2:-,1:+,+,0.671
949,2:-,2:-,,0.721
950,2:-,2:-,,0.6
951,2:-,2:-,,0.798
952,2:-,2:-,,0.98
953,2:-,2:-,,0.77
954,2:-,2:-,,0.655
955,2:-,2:-,,0.921
956,2:-,2:-,,0.817
957,2:-,2:-,,0.981
958,2:-,2:-,,0.784
959,2:-,2:-,,0.657
960,2:-,2:-,,1
961,2:-,2:-,,0.865
962,2:-,2:-,,0.939
963,2:-,2:-,,0.998
964,2:-,2:-,,0.956
965,2:-,2:-,,0.787
966,2:-,2:-,,0.881
967,2:-,2:-,,0.845
968,2:-,2:-,,0.754
969,2:-,2:-,,0.936
970,2:-,2:-,,0.739
971,2:-,2:-,,0.599
972,2:-,2:-,,0.982
973,2:-,2:-,,0.747
974,2:-,2:-,,0.899
975,2:-,2:-,,0.887
976,2:-,2:-,,0.854
977,2:-,2:-,,1
978,2:-,2:-,,0.797
979,2:-,2:-,,0.891
980,2:-,1:+,+,0.599
981,2:-,2:-,,0.51
982,2:-,2:-,,0.697
983,2:-,2:-,,0.817
984,2:-,2:-,,0.959
985,2:-,2:-,,0.932
986,2:-,2:-,,0.675
987,2:-,2:-,,0.522
988,2:-,2:-,,0.659
989,2:-,2:-,,0.838
990,2:-,2:-,,0.998
991,2:-,2:-,,0.847
992,2:-,2:-,,0.755
993,2:-,2:-,,0.995
994,2:-,2:-,,0.721
995,2:-,2:-,,0.878
996,2:-,2:-,,0.993
997,2:-,2:-,,0.869
998,2:-,2:-,,0.895
999,2:-,2:-,,0.994
1000,2:-,2:-,,0.747
1001,2:-,2:-,,0.716
1002,2:-,2:-,,0.986
1003,2:-,2:-,,0.707
1004,2:-,2:-,,0.834
1005,2:-,2:-,,0.903
1006,2:-,1:+,+,0.721
1007,2:-,1:+,+,0.711
1008,2:-,2:-,,0.678
1009,2:-,2:-,,0.887
1010,2:-,2:-,,0.996
1011,2:-,2:-,,0.896
1012,2:-,2:-,,0.997
1013,2:-,2:-,,0.718
1014,2:-,2:-,,0.817
1015,2:-,2:-,,0.971
1016,2:-,2:-,,0.664
1017,2:-,2:-,,0.97
1018,2:-,2:-,,0.844
1019,2:-,2:-,,0.992
1020,2:-,2:-,,0.664
1021,2:-,2:-,,0.711
1022,2:-,2:-,,0.782
1023,2:-,2:-,,0.717
1024,2:-,2:-,,0.811
1025,2:-,1:+,+,0.692
1026,2:-,1:+,+,0.809
1027,2:-,2:-,,0.903
1028,2:-,1:+,+,0.566
1029,2:-,2:-,,0.993
1030,2:-,2:-,,0.693
1031,2:-,2:-,,0.994
1032,2:-,2:-,,0.974
1033,2:-,2:-,,0.638
1034,2:-,2:-,,0.618
1035,2:-,2:-,,0.65
1036,2:-,2:-,,0.718
1037,2:-,2:-,,0.782
1038,2:-,2:-,,0.608
1039,2:-,2:-,,0.836
1040,2:-,2:-,,0.828
1041,2:-,2:-,,0.801
1042,2:-,2:-,,0.948
1043,2:-,2:-,,0.786
1044,2:-,2:-,,0.608
1045,2:-,2:-,,0.961
1046,2:-,2:-,,0.932
1047,2:-,2:-,,0.995
1048,2:-,2:-,,0.863
1049,2:-,2:-,,0.934
1050,2:-,2:-,,1
1051,2:-,2:-,,0.932
1052,2:-,2:-,,0.845
1053,2:-,2:-,,0.973
1054,2:-,2:-,,0.67
1055,2:-,1:+,+,0.943
1056,2:-,1:+,+,0.542
1057,2:-,2:-,,0.529
1058,2:-,1:+,+,0.705
1059,2:-,2:-,,0.814
1060,2:-,2:-,,1
1061,2:-,2:-,,1
1062,2:-,2:-,,0.95
1063,2:-,1:+,+,0.931
1064,2:-,1:+,+,0.853
1065,2:-,1:+,+,0.993
1066,2:-,2:-,,1
1067,2:-,2:-,,0.96
1068,2:-,1:+,+,0.801
1069,2:-,2:-,,0.998
1070,2:-,2:-,,0.543
1071,2:-,1:+,+,0.849
1072,2:-,2:-,,0.936
1073,2:-,2:-,,0.994
1074,2:-,2:-,,0.999
1075,2:-,2:-,,0.618
1076,2:-,1:+,+,0.872
1077,2:-,2:-,,0.781
1078,2:-,1:+,+,0.83
1079,2:-,2:-,,0.774
1080,2:-,2:-,,0.973
1081,2:-,1:+,+,0.871
1082,2:-,2:-,,0.949
1083,2:-,1:+,+,0.575
1084,2:-,2:-,,0.913
1085,2:-,2:-,,0.769
1086,2:-,1:+,+,0.614
1087,2:-,2:-,,0.998
1088,2:-,2:-,,0.933
1089,2:-,2:-,,0.536
1090,2:-,2:-,,0.858
1091,2:-,2:-,,0.719
1092,2:-,2:-,,0.648
1093,2:-,2:-,,0.777
1094,2:-,2:-,,0.998
1095,2:-,2:-,,0.937
1096,2:-,2:-,,0.59
1097,2:-,2:-,,0.86
1098,2:-,2:-,,0.869
1099,2:-,2:-,,1
1100,2:-,2:-,,0.668

