inst#,actual,predicted,error,prediction
1030,2:-,2:-,,1
1031,2:-,1:+,+,0.812
1032,2:-,2:-,,1
1033,2:-,2:-,,1
1034,2:-,2:-,,1
1035,2:-,2:-,,1
1036,2:-,2:-,,1
1037,2:-,2:-,,1
1038,2:-,1:+,+,1
1039,2:-,1:+,+,1
1040,2:-,2:-,,1
1041,1:+,2:-,+,1
1042,2:-,2:-,,0.525
1043,2:-,2:-,,1
1044,2:-,2:-,,1
1045,2:-,1:+,+,1
1046,2:-,2:-,,0.991
1047,2:-,1:+,+,1
1048,2:-,2:-,,0.883
1049,2:-,2:-,,1
1050,2:-,2:-,,1
1051,2:-,2:-,,1
1052,1:+,2:-,+,1
1053,2:-,2:-,,1
1054,2:-,2:-,,1
1055,2:-,2:-,,1
1056,2:-,2:-,,1
1057,2:-,1:+,+,1
1058,2:-,1:+,+,1
1059,2:-,2:-,,1
1060,2:-,2:-,,1
1061,2:-,2:-,,1
1062,2:-,2:-,,1
1063,2:-,2:-,,1
1064,2:-,2:-,,1
1065,1:+,2:-,+,1
1066,2:-,2:-,,1
1067,2:-,2:-,,1
1068,2:-,2:-,,1
1069,2:-,2:-,,1
1070,2:-,1:+,+,1
1071,2:-,2:-,,0.568
1072,2:-,1:+,+,1
1073,2:-,1:+,+,1
1074,2:-,1:+,+,1
1075,2:-,2:-,,1
1076,2:-,2:-,,1
1077,2:-,1:+,+,1
1078,2:-,2:-,,1
1079,2:-,2:-,,0.981
1080,2:-,2:-,,1
1081,2:-,1:+,+,1
1082,2:-,1:+,+,1
1083,2:-,1:+,+,1
1084,2:-,1:+,+,1
1085,2:-,1:+,+,0.998
1086,2:-,2:-,,1
1087,1:+,1:+,,1
1088,2:-,2:-,,1
1089,2:-,2:-,,1
1090,2:-,2:-,,1
1091,2:-,2:-,,1
1092,2:-,2:-,,1
1093,2:-,1:+,+,1
1094,2:-,2:-,,1
1095,2:-,2:-,,1
1096,2:-,2:-,,1
1097,2:-,2:-,,0.998
1098,2:-,1:+,+,1
1099,2:-,2:-,,1
1100,2:-,1:+,+,1
1101,2:-,2:-,,1
1102,2:-,1:+,+,1
1103,2:-,1:+,+,0.998
1104,2:-,2:-,,1
1105,2:-,1:+,+,1
1106,2:-,1:+,+,0.999
1107,2:-,2:-,,1
1108,2:-,2:-,,0.981
1109,2:-,2:-,,1
1110,2:-,2:-,,1
1111,2:-,1:+,+,0.948
1112,2:-,2:-,,1
1113,2:-,2:-,,0.987
1114,2:-,2:-,,1
1115,2:-,1:+,+,0.879
1116,2:-,2:-,,0.998
1117,2:-,2:-,,1
1118,1:+,2:-,+,1
1119,1:+,2:-,+,1
1120,2:-,1:+,+,1
1121,2:-,2:-,,1
1122,2:-,1:+,+,1
1123,2:-,2:-,,1
1124,2:-,2:-,,1
1125,2:-,2:-,,1
1126,2:-,2:-,,1
1127,2:-,2:-,,1
1128,2:-,1:+,+,1
1129,2:-,2:-,,1
1130,2:-,2:-,,1
1131,2:-,2:-,,0.999
1132,2:-,2:-,,0.991
1133,2:-,2:-,,1
1134,2:-,2:-,,0.857
1135,2:-,2:-,,1
1136,2:-,2:-,,1
1137,2:-,2:-,,0.885
1138,1:+,2:-,+,1
1139,2:-,2:-,,1
1140,2:-,1:+,+,1
1141,2:-,2:-,,1
1142,2:-,2:-,,1
1143,2:-,2:-,,1
1144,2:-,2:-,,1
1145,2:-,2:-,,0.986
1146,2:-,2:-,,1
1147,2:-,1:+,+,0.769
1148,2:-,2:-,,1
1149,2:-,2:-,,1
1150,2:-,2:-,,1
1151,2:-,1:+,+,1
1152,2:-,2:-,,1
1153,2:-,2:-,,1
1154,2:-,2:-,,1
1155,2:-,2:-,,1
1156,2:-,1:+,+,1
1157,2:-,1:+,+,1
1158,2:-,1:+,+,1
1159,2:-,2:-,,0.514
1160,2:-,1:+,+,1
1161,2:-,2:-,,1
1162,2:-,1:+,+,1
1163,2:-,2:-,,1
1164,2:-,2:-,,1
1165,2:-,2:-,,1
1166,2:-,1:+,+,1
1167,2:-,2:-,,1
1168,2:-,2:-,,1
1169,2:-,2:-,,1
1170,2:-,1:+,+,1
1171,2:-,2:-,,1
1172,1:+,1:+,,1
1173,2:-,2:-,,1
1174,1:+,2:-,+,1
1175,2:-,1:+,+,1
1176,2:-,1:+,+,0.584
1177,2:-,2:-,,1
1178,2:-,2:-,,1
1179,2:-,2:-,,1
1180,2:-,2:-,,1
1181,1:+,2:-,+,1
1182,2:-,2:-,,1
1183,2:-,1:+,+,1
1184,2:-,2:-,,1
1185,2:-,1:+,+,1
1186,2:-,1:+,+,1
1187,2:-,2:-,,1
1188,2:-,1:+,+,0.981
1189,2:-,1:+,+,1
1190,2:-,2:-,,1
1191,2:-,2:-,,1
1192,2:-,2:-,,1
1193,2:-,1:+,+,1
1194,2:-,2:-,,1
1195,1:+,2:-,+,1
1196,2:-,2:-,,1
1197,2:-,1:+,+,0.887
1198,2:-,1:+,+,0.854
1199,2:-,1:+,+,1
1200,2:-,2:-,,1
1201,2:-,2:-,,1
1202,2:-,2:-,,1
1203,2:-,1:+,+,0.998
1204,2:-,2:-,,1
1205,2:-,2:-,,0.977
1206,2:-,2:-,,1
1207,2:-,1:+,+,1
1208,2:-,2:-,,1
1209,2:-,1:+,+,1
1210,2:-,2:-,,1
1211,2:-,2:-,,1
1212,2:-,2:-,,0.999
1213,2:-,1:+,+,1
1214,2:-,2:-,,1
1215,1:+,1:+,,1
1216,2:-,1:+,+,1
1217,2:-,2:-,,1
1218,2:-,2:-,,1
1219,2:-,2:-,,1
1220,2:-,2:-,,1
1221,2:-,2:-,,1
1222,2:-,2:-,,1
1223,2:-,1:+,+,0.935
1224,2:-,2:-,,1
1225,2:-,2:-,,1
1226,2:-,2:-,,1
1227,2:-,2:-,,1
1228,2:-,2:-,,1
1229,2:-,2:-,,1
1230,2:-,1:+,+,1
1231,2:-,2:-,,1
1232,2:-,2:-,,1
1233,2:-,2:-,,1
1234,2:-,2:-,,1
1235,2:-,2:-,,1
1236,2:-,1:+,+,1
1237,2:-,2:-,,1
1238,2:-,2:-,,1
1239,2:-,1:+,+,0.999
1240,2:-,1:+,+,0.668
1241,2:-,2:-,,1
1242,1:+,1:+,,0.986
1243,2:-,1:+,+,1
1244,2:-,1:+,+,1
1245,2:-,2:-,,1
1246,2:-,2:-,,1
1247,2:-,2:-,,1
1248,2:-,2:-,,1
1249,2:-,2:-,,1
1250,2:-,2:-,,1
1251,2:-,1:+,+,1
1252,2:-,1:+,+,0.998
1253,1:+,2:-,+,0.704
1254,2:-,1:+,+,1
1255,2:-,2:-,,1
1256,2:-,1:+,+,1
1257,2:-,2:-,,0.995
1258,2:-,2:-,,1
1259,2:-,2:-,,1
1260,2:-,2:-,,1
1261,2:-,2:-,,1
1262,2:-,2:-,,1
1263,2:-,1:+,+,1
1264,2:-,1:+,+,0.929
1265,2:-,2:-,,1
1266,2:-,2:-,,1
1267,2:-,2:-,,0.901
1268,2:-,1:+,+,1
1269,2:-,2:-,,1
1270,2:-,2:-,,1
1271,2:-,2:-,,1
1272,2:-,2:-,,1
1273,2:-,2:-,,1
1274,2:-,2:-,,1
1275,2:-,1:+,+,1
1276,2:-,1:+,+,1
1277,2:-,2:-,,1
1278,2:-,1:+,+,1
1279,2:-,2:-,,1
1280,2:-,2:-,,1
1281,2:-,1:+,+,0.952
1282,2:-,2:-,,1
1283,2:-,2:-,,1
1284,2:-,2:-,,1
1285,2:-,1:+,+,1
1286,2:-,2:-,,1
1287,2:-,2:-,,1
1288,2:-,2:-,,1
1289,2:-,2:-,,1
1290,2:-,2:-,,1
1291,2:-,2:-,,1
1292,2:-,2:-,,1
1293,2:-,2:-,,1
1294,2:-,2:-,,0.997
1295,2:-,2:-,,0.974
1296,2:-,2:-,,1
1297,2:-,2:-,,1
1298,2:-,2:-,,0.946
1299,2:-,2:-,,1
1300,2:-,2:-,,1
1301,2:-,2:-,,1
1302,2:-,2:-,,1
1303,2:-,2:-,,1
1304,2:-,2:-,,1
1305,2:-,2:-,,1
1306,2:-,2:-,,1
1307,2:-,2:-,,0.506
1308,2:-,2:-,,1
1309,2:-,2:-,,1
1310,2:-,2:-,,1
1311,2:-,2:-,,1
1312,2:-,2:-,,1
1313,2:-,1:+,+,1
1314,2:-,1:+,+,1
1315,2:-,2:-,,1
1316,2:-,1:+,+,1
1317,2:-,2:-,,1
1318,2:-,2:-,,1
1319,2:-,2:-,,1
1320,2:-,2:-,,1
1321,1:+,2:-,+,1
1322,2:-,2:-,,0.999
1323,2:-,2:-,,1
1324,2:-,2:-,,1
1325,2:-,2:-,,1
1326,2:-,2:-,,1
1327,2:-,2:-,,1
1328,2:-,2:-,,1
1329,2:-,2:-,,1
1330,2:-,2:-,,1
1331,2:-,2:-,,1
1332,2:-,2:-,,1
1333,2:-,1:+,+,1
1334,2:-,1:+,+,1
1335,2:-,2:-,,1
1336,2:-,2:-,,1
1337,1:+,1:+,,1
1338,2:-,2:-,,1
1339,2:-,2:-,,0.895
1340,2:-,2:-,,0.988
1341,2:-,2:-,,1
1342,2:-,2:-,,1
1343,2:-,2:-,,1
1344,2:-,2:-,,1
1345,2:-,2:-,,1
1346,2:-,1:+,+,1
1347,2:-,2:-,,1
1348,2:-,2:-,,1
1349,2:-,1:+,+,1
1350,2:-,1:+,+,1
1351,2:-,2:-,,1
1352,2:-,2:-,,1
1353,2:-,1:+,+,1
1354,2:-,2:-,,1
1355,2:-,2:-,,1
1356,2:-,1:+,+,1
1357,2:-,2:-,,1
1358,2:-,2:-,,0.999
1359,2:-,2:-,,1
1360,2:-,2:-,,1
1361,2:-,2:-,,1
1362,2:-,2:-,,1
1363,2:-,2:-,,1
1364,2:-,2:-,,1
1365,2:-,2:-,,1
1366,2:-,2:-,,1
1367,2:-,1:+,+,0.998
1368,2:-,2:-,,1
1369,2:-,2:-,,1
1370,2:-,2:-,,1
1371,2:-,2:-,,1
1372,2:-,1:+,+,1
1373,2:-,2:-,,1
1374,2:-,2:-,,1
1375,2:-,2:-,,1
1376,1:+,1:+,,1
1377,2:-,1:+,+,0.973
1378,2:-,1:+,+,1
1379,2:-,2:-,,1
1380,2:-,2:-,,1
1381,2:-,2:-,,1
1382,2:-,2:-,,1
1383,2:-,2:-,,1
1384,2:-,2:-,,1
1385,2:-,2:-,,1
1386,2:-,1:+,+,1
1387,2:-,2:-,,1
1388,2:-,1:+,+,1
1389,2:-,2:-,,1
1390,2:-,1:+,+,0.982
1391,2:-,2:-,,1
1392,1:+,2:-,+,1
1393,2:-,2:-,,1
1394,2:-,1:+,+,1
1395,2:-,2:-,,1
1396,2:-,2:-,,1
1397,2:-,2:-,,1
1398,2:-,2:-,,1
1399,2:-,2:-,,1
1400,2:-,2:-,,1
1401,2:-,2:-,,1
1402,2:-,2:-,,1
1403,2:-,2:-,,1
1404,2:-,2:-,,0.995
1405,2:-,2:-,,1
1406,2:-,2:-,,1
1407,2:-,2:-,,0.998
1408,2:-,2:-,,1
1409,2:-,1:+,+,1
1410,2:-,2:-,,1
1411,1:+,2:-,+,1
1412,2:-,2:-,,1
1413,1:+,2:-,+,1
1414,1:+,2:-,+,1
1415,2:-,2:-,,1
1416,2:-,2:-,,1
1417,2:-,1:+,+,1
1418,2:-,2:-,,1
1419,2:-,2:-,,1
1420,2:-,2:-,,1
1421,2:-,2:-,,1
1422,2:-,2:-,,1
1423,2:-,2:-,,1
1424,1:+,2:-,+,1
1425,2:-,1:+,+,0.999
1426,2:-,2:-,,0.939
1427,2:-,2:-,,1
1428,2:-,1:+,+,1
1429,2:-,2:-,,1
1430,1:+,2:-,+,1
1431,2:-,2:-,,1
1432,2:-,2:-,,1
1433,2:-,2:-,,0.998
1434,1:+,2:-,+,1
1435,2:-,1:+,+,1
1436,2:-,2:-,,1
1437,2:-,2:-,,1
1438,2:-,1:+,+,1
1439,2:-,2:-,,1
1440,2:-,2:-,,1
1441,2:-,1:+,+,1
1442,2:-,2:-,,1
1443,2:-,2:-,,1
1444,1:+,2:-,+,1
1445,2:-,1:+,+,0.639
1446,2:-,2:-,,0.994
1447,2:-,2:-,,1
1448,2:-,2:-,,1
1449,2:-,1:+,+,1
1450,2:-,2:-,,0.997
1451,2:-,2:-,,1
1452,2:-,2:-,,1
1453,2:-,1:+,+,0.935
1454,2:-,2:-,,1
1455,2:-,2:-,,0.755
1456,2:-,2:-,,1
1457,2:-,1:+,+,1
1458,2:-,2:-,,1
1459,2:-,2:-,,1
1460,2:-,2:-,,1
1461,2:-,2:-,,1
1462,2:-,2:-,,1
1463,2:-,2:-,,1
1464,2:-,2:-,,1
1465,2:-,1:+,+,1
1466,2:-,1:+,+,1
1467,2:-,2:-,,1
1468,2:-,2:-,,1
1469,2:-,2:-,,1
1470,2:-,2:-,,1
1471,2:-,2:-,,0.988
1472,2:-,1:+,+,1
1473,2:-,2:-,,1
1474,2:-,2:-,,1
1475,2:-,2:-,,1
1476,2:-,2:-,,1
1477,2:-,2:-,,1
1478,2:-,2:-,,1
1479,2:-,2:-,,1
1480,2:-,2:-,,0.803
1481,2:-,2:-,,1
1482,2:-,2:-,,1
1483,1:+,2:-,+,1
1484,2:-,2:-,,1
1485,2:-,1:+,+,1
1486,2:-,2:-,,1
1487,2:-,2:-,,1
1488,2:-,1:+,+,1
1489,2:-,2:-,,1
1490,2:-,2:-,,1
1491,2:-,2:-,,1
1492,1:+,1:+,,1
1493,2:-,2:-,,1
1494,2:-,2:-,,1
1495,2:-,2:-,,1
1496,2:-,2:-,,1
1497,2:-,2:-,,1
1498,2:-,2:-,,1
1499,2:-,2:-,,1
1500,2:-,2:-,,1
1501,2:-,1:+,+,1
1502,1:+,2:-,+,1
1503,2:-,2:-,,1
1504,2:-,2:-,,1
1505,2:-,1:+,+,1
1506,2:-,2:-,,1
1507,2:-,2:-,,1
1508,2:-,2:-,,0.996
1509,2:-,2:-,,1
1510,2:-,2:-,,1
1511,2:-,2:-,,1
1512,2:-,2:-,,1
1513,2:-,1:+,+,1
1514,2:-,2:-,,1
1515,2:-,2:-,,1
1516,2:-,2:-,,1
1517,2:-,2:-,,1
1518,2:-,2:-,,1
1519,2:-,2:-,,1
1520,2:-,2:-,,1
1521,2:-,1:+,+,1
1522,2:-,1:+,+,1
1523,2:-,1:+,+,0.998
1524,2:-,1:+,+,1
1525,2:-,1:+,+,1
1526,2:-,2:-,,1
1527,2:-,2:-,,1
1528,2:-,2:-,,1
1529,2:-,2:-,,0.998
1530,2:-,1:+,+,1
1531,2:-,2:-,,1
1532,2:-,2:-,,1
1533,2:-,2:-,,1
1534,2:-,2:-,,1
1535,2:-,2:-,,1
1536,2:-,2:-,,1
1537,2:-,2:-,,1
1538,1:+,2:-,+,1
1539,2:-,2:-,,1
1540,1:+,2:-,+,1
1541,2:-,2:-,,1
1542,2:-,2:-,,0.963
1543,2:-,2:-,,1
1544,2:-,1:+,+,0.935
1545,2:-,1:+,+,0.969
1546,2:-,1:+,+,1
1547,2:-,2:-,,1
1548,2:-,2:-,,1
1549,2:-,2:-,,1
1550,2:-,2:-,,0.96
1551,2:-,2:-,,1
1552,2:-,2:-,,1
1553,2:-,2:-,,1
1554,2:-,2:-,,1
1555,2:-,1:+,+,1
1556,2:-,1:+,+,0.998
1557,2:-,2:-,,1
1558,1:+,2:-,+,1
1559,2:-,1:+,+,1
1560,2:-,2:-,,1
1561,2:-,2:-,,1
1562,2:-,2:-,,1
1563,2:-,2:-,,1
1564,2:-,1:+,+,1
1565,2:-,1:+,+,0.531
1566,2:-,2:-,,1
1567,1:+,1:+,,1
1568,2:-,2:-,,1
1569,2:-,2:-,,1
1570,2:-,2:-,,0.999
1571,2:-,2:-,,1
1572,2:-,2:-,,1
1573,2:-,1:+,+,1
1574,2:-,2:-,,1
1575,2:-,2:-,,1
1576,2:-,1:+,+,1
1577,2:-,2:-,,1
1578,2:-,2:-,,0.98
1579,2:-,2:-,,1
1580,2:-,2:-,,1
1581,2:-,2:-,,1
1582,2:-,2:-,,1
1583,2:-,2:-,,1
1584,1:+,1:+,,1
1585,2:-,2:-,,1
1586,2:-,2:-,,1
1587,2:-,2:-,,1
1588,2:-,2:-,,1
1589,2:-,2:-,,1
1590,2:-,2:-,,0.901
1591,2:-,2:-,,0.991
1592,2:-,2:-,,1
1593,2:-,2:-,,1
1594,2:-,2:-,,1
1595,2:-,1:+,+,1
1596,2:-,2:-,,1
1597,2:-,2:-,,1
1598,2:-,2:-,,1
1599,2:-,1:+,+,1
1600,2:-,2:-,,1
1601,2:-,2:-,,1
1602,2:-,2:-,,1
1603,2:-,2:-,,1
1604,2:-,1:+,+,1
1605,2:-,1:+,+,1
1606,2:-,1:+,+,0.949
1607,2:-,2:-,,1
1608,2:-,2:-,,1
1609,1:+,2:-,+,1
1610,1:+,2:-,+,1
1611,2:-,1:+,+,1
1612,2:-,2:-,,1
1613,2:-,2:-,,1
1614,2:-,2:-,,1
1615,2:-,1:+,+,1
1616,2:-,2:-,,1
1617,1:+,2:-,+,1
1618,2:-,2:-,,1
1619,2:-,1:+,+,0.729
1620,2:-,2:-,,1
1621,2:-,2:-,,1
1622,2:-,2:-,,1
1623,2:-,2:-,,1
1624,2:-,1:+,+,1
1625,2:-,2:-,,1
1626,2:-,2:-,,1
1627,2:-,1:+,+,0.856
1628,2:-,2:-,,1
1629,2:-,2:-,,1
1630,2:-,2:-,,1
1631,2:-,2:-,,1
1632,1:+,2:-,+,1
1633,2:-,2:-,,1
1634,2:-,2:-,,1
1635,1:+,2:-,+,0.999
1636,2:-,2:-,,1
1637,2:-,2:-,,1
1638,2:-,2:-,,1
1639,2:-,2:-,,1
1640,2:-,1:+,+,1
1641,2:-,2:-,,1
1642,2:-,2:-,,0.999
1643,1:+,1:+,,1
1644,2:-,1:+,+,1
1645,2:-,2:-,,1
1646,2:-,2:-,,1
1647,2:-,2:-,,1
1648,2:-,2:-,,1
1649,2:-,2:-,,0.9
1650,2:-,2:-,,1
1651,2:-,2:-,,1
1652,2:-,2:-,,1
1653,2:-,1:+,+,1
1654,1:+,2:-,+,1
1655,2:-,2:-,,1
1656,2:-,2:-,,1
1657,2:-,2:-,,1
1658,2:-,1:+,+,1
1659,1:+,2:-,+,1
1660,2:-,2:-,,1
1661,2:-,1:+,+,1
1662,2:-,1:+,+,1
1663,2:-,2:-,,1
1664,2:-,2:-,,0.979
1665,2:-,2:-,,0.908
1666,2:-,1:+,+,1
1667,2:-,2:-,,1
1668,2:-,2:-,,1
1669,2:-,2:-,,0.96
1670,2:-,1:+,+,1
1671,2:-,1:+,+,0.988
1672,2:-,1:+,+,1
1673,2:-,2:-,,1
1674,2:-,2:-,,1
1675,2:-,2:-,,1
1676,2:-,2:-,,1
1677,1:+,2:-,+,1
1678,2:-,2:-,,1
1679,2:-,2:-,,1
1680,2:-,2:-,,1
1681,2:-,1:+,+,1
1682,2:-,2:-,,1
1683,2:-,2:-,,1
1684,2:-,2:-,,1
1685,2:-,1:+,+,1
1686,2:-,2:-,,1
1687,2:-,2:-,,1
1688,2:-,1:+,+,0.701
1689,1:+,2:-,+,1
1690,2:-,1:+,+,0.955
1691,2:-,1:+,+,1
1692,2:-,2:-,,1
1693,2:-,2:-,,1
1694,2:-,2:-,,1
1695,2:-,2:-,,1
1696,2:-,1:+,+,1
1697,2:-,1:+,+,0.5
1698,2:-,1:+,+,0.836
1699,1:+,1:+,,1
1700,2:-,1:+,+,0.976
1701,2:-,2:-,,1
1702,2:-,2:-,,1
1703,2:-,1:+,+,1
1704,1:+,2:-,+,1
1705,2:-,2:-,,1
1706,2:-,2:-,,1
1707,1:+,2:-,+,1
1708,2:-,2:-,,1
1709,2:-,2:-,,1
1710,2:-,1:+,+,1
1711,2:-,2:-,,1
1712,2:-,2:-,,1
1713,2:-,2:-,,1
1714,2:-,2:-,,1
1715,2:-,2:-,,1
1716,2:-,2:-,,1
1717,2:-,2:-,,1
1718,2:-,2:-,,1
1719,2:-,2:-,,1
1720,2:-,1:+,+,1
1721,2:-,1:+,+,1
1722,2:-,2:-,,1
1723,2:-,2:-,,1
1724,2:-,2:-,,1
1725,2:-,2:-,,1
1726,2:-,2:-,,0.672
1727,1:+,1:+,,0.97
1728,2:-,2:-,,1
1729,2:-,2:-,,1
1730,2:-,2:-,,1
1731,2:-,1:+,+,1
1732,2:-,1:+,+,1
1733,2:-,2:-,,1
1734,2:-,2:-,,1
1735,2:-,2:-,,0.876
1736,1:+,1:+,,1
1737,2:-,2:-,,1
1738,2:-,2:-,,1
1739,2:-,2:-,,1
1740,2:-,1:+,+,1
1741,2:-,1:+,+,1
1742,2:-,2:-,,0.824
1743,1:+,2:-,+,1
1744,2:-,1:+,+,0.635
1745,2:-,1:+,+,1
1746,2:-,2:-,,1
1747,2:-,2:-,,1
1748,2:-,2:-,,0.993
1749,2:-,2:-,,1
1750,2:-,2:-,,0.898
1751,2:-,2:-,,1
1752,2:-,2:-,,1
1753,2:-,2:-,,1
1754,2:-,2:-,,1
1755,2:-,2:-,,1
1756,2:-,2:-,,0.888
1757,2:-,2:-,,1
1758,2:-,1:+,+,1
1759,2:-,2:-,,1
1760,2:-,2:-,,1
1761,2:-,2:-,,1
1762,2:-,1:+,+,1
1763,2:-,1:+,+,1
1764,2:-,2:-,,1
1765,2:-,2:-,,1
1766,2:-,2:-,,1
1767,2:-,2:-,,1
1768,2:-,1:+,+,1
1769,2:-,1:+,+,1
1770,2:-,2:-,,1
1771,2:-,2:-,,1
1772,2:-,2:-,,1
1773,2:-,2:-,,1
1774,2:-,2:-,,1
1775,2:-,1:+,+,1
1776,2:-,2:-,,1
1777,2:-,1:+,+,1
1778,1:+,2:-,+,1
1779,2:-,2:-,,1
1780,2:-,2:-,,1
1781,2:-,1:+,+,1
1782,1:+,1:+,,1
1783,2:-,2:-,,1
1784,2:-,2:-,,1
1785,2:-,2:-,,0.951
1786,2:-,2:-,,1
1787,2:-,1:+,+,1
1788,2:-,2:-,,1
1789,2:-,1:+,+,0.996
1790,2:-,2:-,,1
1791,2:-,2:-,,1
1792,2:-,2:-,,1
1793,2:-,1:+,+,1
1794,2:-,2:-,,1
1795,2:-,2:-,,1
1796,2:-,2:-,,1
1797,2:-,2:-,,1
1798,2:-,2:-,,1
1799,2:-,2:-,,1
1800,2:-,1:+,+,0.992
1801,2:-,2:-,,1
1802,2:-,2:-,,1
1803,2:-,2:-,,1
1804,2:-,2:-,,0.862
1805,2:-,2:-,,1
1806,2:-,2:-,,1
1807,2:-,2:-,,1
1808,2:-,2:-,,1
1809,2:-,2:-,,0.996
1810,2:-,2:-,,1
1811,1:+,1:+,,1
1812,2:-,2:-,,1
1813,2:-,2:-,,1
1814,2:-,2:-,,1
1815,2:-,2:-,,1
1816,2:-,2:-,,1
1817,2:-,2:-,,1
1818,2:-,2:-,,1
1819,2:-,2:-,,1
1820,2:-,2:-,,1
1821,2:-,2:-,,1
1822,2:-,2:-,,0.999
1823,2:-,2:-,,1
1824,1:+,2:-,+,1
1825,2:-,2:-,,1
1826,2:-,1:+,+,1
1827,2:-,2:-,,1
1828,2:-,2:-,,1
1829,2:-,1:+,+,1
1830,1:+,1:+,,1
1831,2:-,2:-,,1
1832,2:-,2:-,,1
1833,2:-,2:-,,1
1834,2:-,1:+,+,1
1835,2:-,2:-,,1
1836,2:-,2:-,,1
1837,2:-,2:-,,1
1838,2:-,2:-,,1
1839,2:-,2:-,,1
1840,2:-,2:-,,1
1841,2:-,2:-,,0.8
1842,1:+,1:+,,1
1843,2:-,1:+,+,1
1844,2:-,1:+,+,1
1845,2:-,1:+,+,1
1846,2:-,2:-,,1
1847,2:-,2:-,,1
1848,2:-,2:-,,0.867
1849,1:+,1:+,,1
1850,2:-,2:-,,1
1851,2:-,1:+,+,1
1852,1:+,1:+,,1
1853,2:-,2:-,,1
1854,2:-,2:-,,1
1855,2:-,1:+,+,1
1856,2:-,2:-,,1
1857,2:-,2:-,,1
1858,2:-,2:-,,1
1859,2:-,2:-,,1
1860,2:-,2:-,,1
1861,2:-,2:-,,1
1862,2:-,2:-,,1
1863,2:-,2:-,,1
1864,2:-,2:-,,1
1865,2:-,2:-,,1
1866,2:-,1:+,+,0.999
1867,2:-,1:+,+,0.592
1868,2:-,1:+,+,1
1869,2:-,1:+,+,1
1870,2:-,2:-,,1
1871,2:-,2:-,,1
1872,2:-,2:-,,1
1873,2:-,2:-,,1
1874,1:+,2:-,+,1
1875,2:-,2:-,,1
1876,2:-,1:+,+,0.931
1877,2:-,2:-,,1
1878,2:-,2:-,,1
1879,2:-,2:-,,1
1880,2:-,2:-,,1
1881,2:-,2:-,,1
1882,2:-,1:+,+,1
1883,2:-,1:+,+,1
1884,2:-,1:+,+,1
1885,1:+,2:-,+,1
1886,2:-,2:-,,1
1887,2:-,2:-,,1
1888,2:-,2:-,,1
1889,2:-,2:-,,1
1890,2:-,2:-,,1
1891,2:-,2:-,,0.92
1892,2:-,2:-,,1
1893,2:-,1:+,+,1
1894,2:-,2:-,,1
1895,2:-,2:-,,0.961
1896,2:-,2:-,,1
1897,2:-,2:-,,1
1898,2:-,2:-,,1
1899,2:-,2:-,,1
1900,2:-,2:-,,1
1901,2:-,2:-,,1
1902,2:-,2:-,,1
1903,2:-,1:+,+,0.806
1904,2:-,2:-,,0.913
1905,2:-,2:-,,1
1906,2:-,2:-,,1
1907,2:-,1:+,+,1
1908,2:-,1:+,+,1
1909,2:-,2:-,,1
1910,2:-,2:-,,1
1911,2:-,1:+,+,1
1912,2:-,2:-,,1
1913,2:-,2:-,,1
1914,2:-,1:+,+,1
1915,1:+,1:+,,1
1916,2:-,2:-,,1
1917,2:-,2:-,,1
1918,1:+,2:-,+,0.784
1919,2:-,2:-,,1
1920,2:-,2:-,,1
1921,2:-,2:-,,0.993
1922,2:-,2:-,,1
1923,2:-,1:+,+,0.998
1924,2:-,2:-,,1
1925,2:-,2:-,,1
1926,2:-,2:-,,1
1927,2:-,2:-,,1
1928,2:-,2:-,,0.516
1929,2:-,1:+,+,0.968
1930,2:-,2:-,,1
1931,2:-,2:-,,1
1932,2:-,2:-,,1
1933,2:-,2:-,,1
1934,2:-,2:-,,0.941
1935,2:-,1:+,+,1
1936,2:-,2:-,,1
1937,2:-,2:-,,1
1938,2:-,1:+,+,1
1939,2:-,1:+,+,1
1940,2:-,2:-,,1
1941,2:-,2:-,,1
1942,2:-,2:-,,1
1943,2:-,2:-,,1
1944,2:-,1:+,+,1
1945,2:-,2:-,,1
1946,2:-,2:-,,1
1947,2:-,2:-,,1
1948,2:-,2:-,,1
1949,1:+,2:-,+,1
1950,2:-,1:+,+,1
1951,2:-,1:+,+,1
1952,2:-,2:-,,1
1953,2:-,1:+,+,1
1954,2:-,2:-,,1
1955,2:-,1:+,+,0.615
1956,2:-,1:+,+,0.998
1957,2:-,1:+,+,1
1958,2:-,2:-,,1
1959,2:-,2:-,,1
1960,2:-,2:-,,1
1961,2:-,2:-,,1
1962,2:-,1:+,+,1
1963,2:-,2:-,,0.976
1964,2:-,2:-,,1
1965,2:-,1:+,+,1
1966,2:-,2:-,,1
1967,2:-,2:-,,1
1968,2:-,2:-,,1
1969,1:+,2:-,+,1
1970,1:+,2:-,+,1
1971,2:-,1:+,+,1
1972,2:-,2:-,,1
1973,2:-,2:-,,1
1974,2:-,2:-,,1
1975,2:-,2:-,,1
1976,2:-,2:-,,0.999
1977,2:-,2:-,,1
1978,2:-,1:+,+,1
1979,2:-,2:-,,1
1980,2:-,2:-,,1
1981,2:-,2:-,,1
1982,2:-,2:-,,1
1983,2:-,2:-,,1
1984,2:-,2:-,,1
1985,2:-,1:+,+,1
1986,2:-,2:-,,1
1987,2:-,2:-,,1
1988,2:-,2:-,,1
1989,2:-,2:-,,1
1990,2:-,2:-,,1
1991,2:-,2:-,,1
