inst#,actual,predicted,error,prediction
935,2:-,2:-,,0.972
936,2:-,2:-,,1
937,2:-,2:-,,1
938,2:-,2:-,,0.946
939,2:-,2:-,,0.996
940,2:-,2:-,,0.82
941,2:-,2:-,,0.864
942,2:-,2:-,,0.936
943,2:-,2:-,,0.849
944,2:-,2:-,,0.513
945,2:-,2:-,,0.808
946,2:-,2:-,,0.987
947,2:-,2:-,,0.813
948,2:-,2:-,,0.988
949,2:-,2:-,,0.962
950,1:+,2:-,+,1
951,2:-,2:-,,0.991
952,2:-,2:-,,0.852
953,2:-,1:+,+,0.708
954,2:-,2:-,,0.996
955,2:-,2:-,,0.966
956,2:-,2:-,,0.991
957,2:-,2:-,,0.988
958,1:+,1:+,,0.918
959,2:-,2:-,,0.962
960,2:-,2:-,,0.897
961,2:-,2:-,,0.722
962,2:-,2:-,,1
963,2:-,2:-,,0.996
964,2:-,2:-,,0.998
965,2:-,1:+,+,0.549
966,2:-,2:-,,0.678
967,1:+,1:+,,0.986
968,2:-,2:-,,0.735
969,2:-,2:-,,0.981
970,2:-,1:+,+,0.828
971,2:-,2:-,,0.978
972,2:-,2:-,,0.997
973,2:-,2:-,,0.99
974,2:-,2:-,,0.766
975,2:-,2:-,,0.672
976,2:-,1:+,+,0.997
977,2:-,2:-,,1
978,2:-,2:-,,0.996
979,2:-,2:-,,1
980,2:-,2:-,,0.891
981,2:-,2:-,,0.981
982,2:-,2:-,,0.647
983,2:-,1:+,+,0.583
984,1:+,2:-,+,0.91
985,2:-,2:-,,0.809
986,2:-,2:-,,0.999
987,2:-,2:-,,0.904
988,2:-,2:-,,0.752
989,2:-,2:-,,1
990,2:-,2:-,,0.997
991,2:-,2:-,,0.931
992,2:-,2:-,,0.998
993,2:-,2:-,,1
994,2:-,2:-,,0.995
995,2:-,1:+,+,1
996,2:-,2:-,,0.997
997,2:-,1:+,+,0.912
998,2:-,2:-,,0.976
999,2:-,2:-,,0.688
1000,2:-,2:-,,0.539
1001,2:-,2:-,,0.932
1002,2:-,2:-,,0.69
1003,2:-,2:-,,0.667
1004,2:-,2:-,,0.997
1005,2:-,2:-,,1
1006,2:-,2:-,,0.831
1007,2:-,2:-,,0.792
1008,1:+,1:+,,0.713
1009,2:-,2:-,,0.865
1010,2:-,2:-,,0.892
1011,2:-,2:-,,0.865
1012,2:-,2:-,,0.987
1013,2:-,1:+,+,0.883
1014,2:-,1:+,+,0.797
1015,2:-,2:-,,0.856
1016,2:-,2:-,,0.97
1017,2:-,2:-,,0.889
1018,2:-,2:-,,0.5
1019,1:+,1:+,,0.997
1020,2:-,2:-,,0.584
1021,2:-,2:-,,0.868
1022,2:-,1:+,+,0.85
1023,2:-,2:-,,0.969
1024,2:-,2:-,,0.974
1025,2:-,2:-,,0.978
1026,2:-,2:-,,1
1027,1:+,2:-,+,0.712
1028,2:-,2:-,,0.607
1029,2:-,1:+,+,0.634
1030,2:-,2:-,,0.577
1031,2:-,1:+,+,0.633
1032,2:-,2:-,,0.978
1033,2:-,2:-,,0.993
1034,2:-,2:-,,1
1035,2:-,2:-,,0.992
1036,2:-,2:-,,0.796
1037,2:-,2:-,,0.642
1038,2:-,2:-,,0.912
1039,2:-,2:-,,0.978
1040,2:-,2:-,,0.975
1041,1:+,1:+,,0.847
1042,2:-,1:+,+,0.54
1043,2:-,2:-,,0.999
1044,2:-,2:-,,0.968
1045,2:-,1:+,+,0.947
1046,2:-,2:-,,0.965
1047,2:-,1:+,+,0.833
1048,2:-,2:-,,0.981
1049,2:-,2:-,,1
1050,2:-,2:-,,0.752
1051,2:-,2:-,,1
1052,1:+,2:-,+,0.69
1053,2:-,2:-,,0.572
1054,2:-,2:-,,0.957
1055,2:-,1:+,+,0.781
1056,2:-,2:-,,0.975
1057,2:-,2:-,,0.936
1058,2:-,2:-,,0.929
1059,2:-,2:-,,0.956
1060,2:-,2:-,,1
1061,2:-,2:-,,0.969
1062,2:-,1:+,+,0.804
1063,2:-,2:-,,0.985
1064,2:-,2:-,,0.63
1065,1:+,2:-,+,0.992
1066,2:-,2:-,,0.992
1067,2:-,2:-,,0.831
1068,2:-,2:-,,0.987
1069,2:-,2:-,,0.842
1070,2:-,1:+,+,0.507
1071,2:-,1:+,+,0.795
1072,2:-,1:+,+,0.806
1073,2:-,1:+,+,0.702
1074,2:-,2:-,,0.845
1075,2:-,2:-,,0.666
1076,2:-,2:-,,0.986
1077,2:-,2:-,,0.948
1078,2:-,2:-,,0.593
1079,2:-,2:-,,0.969
1080,2:-,2:-,,0.908
1081,2:-,2:-,,0.91
1082,2:-,1:+,+,0.83
1083,2:-,1:+,+,0.659
1084,2:-,2:-,,0.701
1085,2:-,2:-,,0.941
1086,2:-,2:-,,1
1087,1:+,1:+,,0.936
1088,2:-,2:-,,0.742
1089,2:-,1:+,+,0.611
1090,2:-,2:-,,0.872
1091,2:-,2:-,,0.971
1092,2:-,2:-,,1
1093,2:-,2:-,,0.869
1094,2:-,2:-,,0.765
1095,2:-,2:-,,1
1096,2:-,2:-,,0.999
1097,2:-,2:-,,0.97
1098,2:-,1:+,+,0.562
1099,2:-,2:-,,0.996
1100,2:-,2:-,,0.687
1101,2:-,2:-,,1
1102,2:-,2:-,,0.698
1103,2:-,2:-,,0.761
1104,2:-,2:-,,0.909
1105,2:-,1:+,+,0.945
1106,2:-,1:+,+,0.972
1107,2:-,2:-,,0.854
1108,2:-,2:-,,0.993
1109,2:-,2:-,,1
1110,2:-,2:-,,0.695
1111,2:-,2:-,,0.98
1112,2:-,2:-,,0.864
1113,2:-,2:-,,0.939
1114,2:-,2:-,,0.892
1115,2:-,2:-,,0.579
1116,2:-,2:-,,0.868
1117,2:-,2:-,,0.838
1118,1:+,2:-,+,1
1119,1:+,2:-,+,0.959
1120,2:-,1:+,+,0.757
1121,2:-,2:-,,0.997
1122,2:-,2:-,,0.561
1123,2:-,2:-,,0.955
1124,2:-,2:-,,0.883
1125,2:-,2:-,,0.952
1126,2:-,2:-,,0.835
1127,2:-,1:+,+,0.723
1128,2:-,1:+,+,0.882
1129,2:-,2:-,,0.981
1130,2:-,2:-,,0.859
1131,2:-,2:-,,0.823
1132,2:-,2:-,,0.773
1133,2:-,1:+,+,0.5
1134,2:-,2:-,,0.763
1135,2:-,2:-,,1
1136,2:-,2:-,,0.86
1137,2:-,2:-,,0.911
1138,1:+,2:-,+,0.97
1139,2:-,2:-,,0.55
1140,2:-,1:+,+,0.756
1141,2:-,2:-,,0.992
1142,2:-,2:-,,0.895
1143,2:-,2:-,,0.874
1144,2:-,2:-,,0.78
1145,2:-,2:-,,0.927
1146,2:-,2:-,,0.917
1147,2:-,1:+,+,0.871
1148,2:-,2:-,,0.614
1149,2:-,2:-,,1
1150,2:-,2:-,,0.981
1151,2:-,2:-,,1
1152,2:-,2:-,,1
1153,2:-,2:-,,1
1154,2:-,2:-,,0.996
1155,2:-,2:-,,0.775
1156,2:-,1:+,+,0.87
1157,2:-,1:+,+,0.952
1158,2:-,2:-,,0.989
1159,2:-,2:-,,0.765
1160,2:-,1:+,+,0.875
1161,2:-,2:-,,0.988
1162,2:-,1:+,+,0.989
1163,2:-,2:-,,0.798
1164,2:-,1:+,+,0.645
1165,2:-,2:-,,0.987
1166,2:-,1:+,+,0.719
1167,2:-,2:-,,0.969
1168,2:-,2:-,,1
1169,2:-,2:-,,0.971
1170,2:-,2:-,,0.946
1171,2:-,2:-,,0.998
1172,1:+,1:+,,0.714
1173,2:-,2:-,,0.848
1174,1:+,2:-,+,0.825
1175,2:-,1:+,+,0.79
1176,2:-,2:-,,0.519
1177,2:-,2:-,,0.955
1178,2:-,2:-,,0.663
1179,2:-,2:-,,0.826
1180,2:-,2:-,,1
1181,1:+,1:+,,0.863
1182,2:-,2:-,,0.996
1183,2:-,1:+,+,0.927
1184,2:-,2:-,,1
1185,2:-,2:-,,0.662
1186,2:-,2:-,,0.878
1187,2:-,2:-,,0.615
1188,2:-,2:-,,1
1189,2:-,2:-,,0.795
1190,2:-,1:+,+,0.997
1191,2:-,2:-,,0.985
1192,2:-,2:-,,0.985
1193,2:-,1:+,+,0.713
1194,2:-,2:-,,0.995
1195,1:+,1:+,,0.574
1196,2:-,2:-,,0.977
1197,2:-,2:-,,0.829
1198,2:-,2:-,,0.964
1199,2:-,1:+,+,0.796
1200,2:-,2:-,,0.994
1201,2:-,2:-,,0.896
1202,2:-,1:+,+,0.555
1203,2:-,2:-,,0.851
1204,2:-,2:-,,0.624
1205,2:-,2:-,,0.681
1206,2:-,2:-,,0.998
1207,2:-,2:-,,0.699
1208,2:-,2:-,,0.996
1209,2:-,1:+,+,0.575
1210,2:-,2:-,,0.989
1211,2:-,2:-,,0.804
1212,2:-,2:-,,0.956
1213,2:-,1:+,+,0.558
1214,2:-,2:-,,0.965
1215,1:+,2:-,+,0.96
1216,2:-,2:-,,0.94
1217,2:-,2:-,,1
1218,2:-,2:-,,0.983
1219,2:-,2:-,,0.906
1220,2:-,2:-,,0.988
1221,2:-,2:-,,0.998
1222,2:-,2:-,,0.927
1223,2:-,1:+,+,0.966
1224,2:-,2:-,,0.997
1225,2:-,2:-,,1
1226,2:-,2:-,,0.998
1227,2:-,2:-,,0.979
1228,2:-,2:-,,0.538
1229,2:-,1:+,+,0.666
1230,2:-,2:-,,0.768
1231,2:-,2:-,,0.994
1232,2:-,2:-,,0.895
1233,2:-,2:-,,0.94
1234,2:-,1:+,+,0.623
1235,2:-,2:-,,0.636
1236,2:-,2:-,,0.992
1237,2:-,2:-,,1
1238,2:-,2:-,,0.995
1239,2:-,2:-,,0.995
1240,2:-,1:+,+,0.978
1241,2:-,2:-,,0.506
1242,1:+,2:-,+,0.876
1243,2:-,1:+,+,0.627
1244,2:-,1:+,+,0.557
1245,2:-,1:+,+,0.641
1246,2:-,2:-,,0.664
1247,2:-,2:-,,0.786
1248,2:-,2:-,,0.998
1249,2:-,2:-,,0.603
1250,2:-,2:-,,0.785
1251,2:-,1:+,+,0.613
1252,2:-,1:+,+,0.934
1253,1:+,1:+,,0.532
1254,2:-,1:+,+,0.708
1255,2:-,1:+,+,0.62
1256,2:-,2:-,,0.972
1257,2:-,2:-,,0.971
1258,2:-,2:-,,1
1259,2:-,1:+,+,0.775
1260,2:-,2:-,,0.777
1261,2:-,2:-,,0.693
1262,2:-,2:-,,1
1263,2:-,2:-,,0.736
1264,2:-,1:+,+,0.59
1265,2:-,2:-,,1
1266,2:-,2:-,,0.999
1267,2:-,2:-,,0.736
1268,2:-,2:-,,0.953
1269,2:-,2:-,,1
1270,2:-,2:-,,0.97
1271,2:-,1:+,+,0.907
1272,2:-,2:-,,1
1273,2:-,2:-,,1
1274,2:-,2:-,,0.974
1275,2:-,2:-,,0.858
1276,2:-,1:+,+,1
1277,2:-,2:-,,0.955
1278,2:-,2:-,,0.944
1279,2:-,2:-,,1
1280,2:-,2:-,,0.994
1281,2:-,2:-,,0.943
1282,2:-,2:-,,0.569
1283,2:-,2:-,,0.986
1284,2:-,2:-,,0.937
1285,2:-,1:+,+,0.97
1286,2:-,2:-,,0.992
1287,2:-,2:-,,0.984
1288,2:-,2:-,,0.984
1289,2:-,2:-,,0.998
1290,2:-,2:-,,0.998
1291,2:-,1:+,+,0.693
1292,2:-,2:-,,0.93
1293,2:-,2:-,,0.835
1294,2:-,1:+,+,0.934
1295,2:-,2:-,,0.827
1296,2:-,2:-,,0.997
1297,2:-,2:-,,0.622
1298,2:-,1:+,+,0.772
1299,2:-,2:-,,0.981
1300,2:-,2:-,,1
1301,2:-,2:-,,0.897
1302,2:-,2:-,,1
1303,2:-,2:-,,0.995
1304,2:-,2:-,,1
1305,2:-,2:-,,1
1306,2:-,2:-,,0.855
1307,2:-,2:-,,0.596
1308,2:-,2:-,,0.764
1309,2:-,2:-,,0.775
1310,2:-,2:-,,0.999
1311,2:-,2:-,,0.929
1312,2:-,2:-,,0.996
1313,2:-,2:-,,0.999
1314,2:-,1:+,+,0.856
1315,2:-,2:-,,1
1316,2:-,2:-,,1
1317,2:-,2:-,,1
1318,2:-,2:-,,1
1319,2:-,2:-,,0.546
1320,2:-,2:-,,0.967
1321,1:+,2:-,+,0.973
1322,2:-,2:-,,0.998
1323,2:-,2:-,,0.997
1324,2:-,2:-,,0.931
1325,2:-,2:-,,0.989
1326,2:-,2:-,,0.916
1327,2:-,2:-,,0.905
1328,2:-,2:-,,0.925
1329,2:-,2:-,,0.98
1330,2:-,2:-,,0.96
1331,2:-,2:-,,1
1332,2:-,2:-,,0.962
1333,2:-,2:-,,0.825
1334,2:-,2:-,,1
1335,2:-,2:-,,0.831
1336,2:-,2:-,,0.993
1337,1:+,2:-,+,0.931
1338,2:-,2:-,,0.985
1339,2:-,1:+,+,0.718
1340,2:-,2:-,,0.933
1341,2:-,2:-,,1
1342,2:-,2:-,,0.996
1343,2:-,1:+,+,0.813
1344,2:-,1:+,+,0.795
1345,2:-,2:-,,0.995
1346,2:-,1:+,+,0.964
1347,2:-,2:-,,0.712
1348,2:-,2:-,,0.782
1349,2:-,2:-,,0.997
1350,2:-,1:+,+,0.998
1351,2:-,2:-,,1
1352,2:-,2:-,,0.966
1353,2:-,1:+,+,0.901
1354,2:-,2:-,,0.998
1355,2:-,2:-,,0.987
1356,2:-,1:+,+,0.962
1357,2:-,2:-,,0.959
1358,2:-,2:-,,0.999
1359,2:-,2:-,,0.983
1360,2:-,2:-,,0.793
1361,2:-,2:-,,1
1362,2:-,2:-,,0.979
1363,2:-,2:-,,0.969
1364,2:-,2:-,,0.974
1365,2:-,2:-,,0.887
1366,2:-,2:-,,0.766
1367,2:-,2:-,,0.526
1368,2:-,2:-,,0.999
1369,2:-,2:-,,1
1370,2:-,2:-,,1
1371,2:-,2:-,,0.997
1372,2:-,1:+,+,0.999
1373,2:-,1:+,+,0.585
1374,2:-,2:-,,0.758
1375,2:-,2:-,,0.792
1376,1:+,1:+,,0.993
1377,2:-,1:+,+,0.566
1378,2:-,1:+,+,0.938
1379,2:-,2:-,,1
1380,2:-,2:-,,0.981
1381,2:-,2:-,,0.999
1382,2:-,2:-,,0.827
1383,2:-,2:-,,0.954
1384,2:-,2:-,,0.981
1385,2:-,2:-,,0.938
1386,2:-,2:-,,0.788
1387,2:-,2:-,,1
1388,2:-,1:+,+,0.784
1389,2:-,2:-,,0.945
1390,2:-,2:-,,0.687
1391,2:-,2:-,,0.995
1392,1:+,2:-,+,0.748
1393,2:-,2:-,,0.778
1394,2:-,2:-,,0.868
1395,2:-,2:-,,0.976
1396,2:-,2:-,,0.981
1397,2:-,2:-,,0.999
1398,2:-,2:-,,0.989
1399,2:-,2:-,,0.812
1400,2:-,2:-,,0.946
1401,2:-,2:-,,1
1402,2:-,1:+,+,1
1403,2:-,2:-,,0.901
1404,2:-,1:+,+,0.845
1405,2:-,1:+,+,0.975
1406,2:-,2:-,,0.977
1407,2:-,2:-,,0.863
1408,2:-,2:-,,0.993
1409,2:-,1:+,+,0.958
1410,2:-,2:-,,1
1411,1:+,2:-,+,0.992
1412,2:-,2:-,,0.999
1413,1:+,1:+,,0.834
1414,1:+,1:+,,1
1415,2:-,2:-,,0.976
1416,2:-,2:-,,0.811
1417,2:-,1:+,+,1
1418,2:-,1:+,+,0.723
1419,2:-,2:-,,0.782
1420,2:-,2:-,,0.857
1421,2:-,1:+,+,0.955
1422,2:-,2:-,,0.993
1423,2:-,2:-,,1
1424,1:+,2:-,+,0.981
1425,2:-,1:+,+,0.708
1426,2:-,2:-,,0.79
1427,2:-,2:-,,0.994
1428,2:-,1:+,+,1
1429,2:-,2:-,,0.997
1430,1:+,2:-,+,1
1431,2:-,2:-,,0.985
1432,2:-,2:-,,1
1433,2:-,1:+,+,0.779
1434,1:+,2:-,+,0.968
1435,2:-,2:-,,0.812
1436,2:-,2:-,,0.607
1437,2:-,2:-,,1
1438,2:-,1:+,+,0.727
1439,2:-,2:-,,0.729
1440,2:-,2:-,,0.938
1441,2:-,2:-,,0.843
1442,2:-,2:-,,0.996
1443,2:-,2:-,,0.838
1444,1:+,2:-,+,0.793
1445,2:-,1:+,+,1
1446,2:-,2:-,,0.617
1447,2:-,2:-,,0.991
1448,2:-,2:-,,0.816
1449,2:-,2:-,,0.954
1450,2:-,2:-,,0.683
1451,2:-,2:-,,1
1452,2:-,2:-,,0.909
1453,2:-,1:+,+,0.763
1454,2:-,2:-,,0.993
1455,2:-,2:-,,0.749
1456,2:-,2:-,,0.959
1457,2:-,1:+,+,0.635
1458,2:-,2:-,,0.519
1459,2:-,2:-,,0.992
1460,2:-,2:-,,0.999
1461,2:-,2:-,,1
1462,2:-,2:-,,0.99
1463,2:-,2:-,,1
1464,2:-,2:-,,0.665
1465,2:-,2:-,,0.567
1466,2:-,1:+,+,0.53
1467,2:-,2:-,,0.808
1468,2:-,2:-,,0.999
1469,2:-,2:-,,0.994
1470,2:-,2:-,,0.99
1471,2:-,2:-,,0.932
1472,2:-,1:+,+,0.633
1473,2:-,2:-,,0.93
1474,2:-,2:-,,0.975
1475,2:-,1:+,+,0.634
1476,2:-,2:-,,1
1477,2:-,2:-,,0.526
1478,2:-,2:-,,0.523
1479,2:-,2:-,,1
1480,2:-,2:-,,0.956
1481,2:-,2:-,,0.906
1482,2:-,2:-,,0.997
1483,1:+,2:-,+,0.968
1484,2:-,2:-,,0.999
1485,2:-,1:+,+,0.88
1486,2:-,2:-,,0.993
1487,2:-,2:-,,1
1488,2:-,1:+,+,0.89
1489,2:-,2:-,,0.792
1490,2:-,2:-,,0.996
1491,2:-,2:-,,0.915
1492,1:+,1:+,,0.996
1493,2:-,2:-,,0.81
1494,2:-,2:-,,0.863
1495,2:-,2:-,,0.995
1496,2:-,2:-,,0.63
1497,2:-,2:-,,0.975
1498,2:-,2:-,,0.996
1499,2:-,2:-,,0.741
1500,2:-,2:-,,1
1501,2:-,1:+,+,1
1502,1:+,2:-,+,0.821
1503,2:-,2:-,,0.897
1504,2:-,2:-,,0.966
1505,2:-,2:-,,0.887
1506,2:-,2:-,,0.808
1507,2:-,2:-,,0.992
1508,2:-,1:+,+,0.742
1509,2:-,1:+,+,0.848
1510,2:-,2:-,,0.93
1511,2:-,2:-,,0.984
1512,2:-,2:-,,0.999
1513,2:-,2:-,,0.741
1514,2:-,2:-,,0.845
1515,2:-,1:+,+,1
1516,2:-,2:-,,1
1517,2:-,2:-,,1
1518,2:-,2:-,,0.528
1519,2:-,2:-,,0.993
1520,2:-,2:-,,0.938
1521,2:-,1:+,+,1
1522,2:-,2:-,,0.801
1523,2:-,2:-,,0.571
1524,2:-,1:+,+,0.568
1525,2:-,1:+,+,0.966
1526,2:-,2:-,,1
1527,2:-,2:-,,0.595
1528,2:-,2:-,,0.95
1529,2:-,1:+,+,0.885
1530,2:-,1:+,+,1
1531,2:-,2:-,,0.89
1532,2:-,2:-,,0.999
1533,2:-,2:-,,0.999
1534,2:-,2:-,,0.999
1535,2:-,2:-,,1
1536,2:-,2:-,,0.682
1537,2:-,2:-,,0.824
1538,1:+,2:-,+,1
1539,2:-,1:+,+,0.808
1540,1:+,2:-,+,0.918
1541,2:-,2:-,,1
1542,2:-,2:-,,0.549
1543,2:-,2:-,,0.705
1544,2:-,1:+,+,0.618
1545,2:-,1:+,+,0.535
1546,2:-,1:+,+,0.564
1547,2:-,2:-,,0.633
1548,2:-,2:-,,1
1549,2:-,2:-,,0.99
1550,2:-,2:-,,0.81
1551,2:-,1:+,+,0.847
1552,2:-,2:-,,0.97
1553,2:-,2:-,,0.968
1554,2:-,2:-,,0.997
1555,2:-,1:+,+,1
1556,2:-,2:-,,0.966
1557,2:-,2:-,,0.985
1558,1:+,2:-,+,0.997
1559,2:-,1:+,+,0.641
1560,2:-,2:-,,0.992
1561,2:-,2:-,,0.677
1562,2:-,2:-,,0.981
1563,2:-,2:-,,0.705
1564,2:-,2:-,,0.985
1565,2:-,2:-,,0.775
1566,2:-,2:-,,0.993
1567,1:+,2:-,+,0.947
1568,2:-,2:-,,1
1569,2:-,2:-,,0.987
1570,2:-,1:+,+,0.58
1571,2:-,2:-,,0.85
1572,2:-,2:-,,0.998
1573,2:-,2:-,,0.759
1574,2:-,2:-,,0.989
1575,2:-,2:-,,0.845
1576,2:-,1:+,+,0.907
1577,2:-,2:-,,0.988
1578,2:-,2:-,,0.743
1579,2:-,2:-,,0.999
1580,2:-,2:-,,0.849
1581,2:-,2:-,,0.97
1582,2:-,2:-,,0.998
1583,2:-,2:-,,0.931
1584,1:+,1:+,,0.783
1585,2:-,2:-,,0.842
1586,2:-,2:-,,1
1587,2:-,2:-,,1
1588,2:-,2:-,,0.989
1589,2:-,2:-,,0.516
1590,2:-,2:-,,0.928
1591,2:-,2:-,,0.533
1592,2:-,2:-,,1
1593,2:-,1:+,+,0.828
1594,2:-,2:-,,1
1595,2:-,2:-,,0.527
1596,2:-,2:-,,0.87
1597,2:-,2:-,,1
1598,2:-,2:-,,0.897
1599,2:-,1:+,+,0.862
1600,2:-,2:-,,0.999
1601,2:-,2:-,,0.958
1602,2:-,1:+,+,0.512
1603,2:-,2:-,,0.961
1604,2:-,2:-,,0.881
1605,2:-,2:-,,0.836
1606,2:-,1:+,+,0.656
1607,2:-,2:-,,0.996
1608,2:-,2:-,,0.79
1609,1:+,2:-,+,0.993
1610,1:+,2:-,+,0.807
1611,2:-,1:+,+,0.594
1612,2:-,2:-,,0.909
1613,2:-,2:-,,0.939
1614,2:-,2:-,,0.92
1615,2:-,1:+,+,0.772
1616,2:-,2:-,,1
1617,1:+,2:-,+,0.564
1618,2:-,2:-,,0.602
1619,2:-,1:+,+,0.767
1620,2:-,2:-,,0.671
1621,2:-,2:-,,0.66
1622,2:-,2:-,,0.872
1623,2:-,1:+,+,0.783
1624,2:-,1:+,+,0.904
1625,2:-,2:-,,0.732
1626,2:-,2:-,,0.991
1627,2:-,1:+,+,0.796
1628,2:-,2:-,,0.999
1629,2:-,2:-,,0.975
1630,2:-,2:-,,0.996
1631,2:-,2:-,,1
1632,1:+,2:-,+,0.998
1633,2:-,2:-,,0.962
1634,2:-,2:-,,0.97
1635,1:+,1:+,,0.695
1636,2:-,2:-,,0.664
1637,2:-,2:-,,1
1638,2:-,2:-,,0.956
1639,2:-,2:-,,0.986
1640,2:-,2:-,,1
1641,2:-,2:-,,0.959
1642,2:-,2:-,,0.619
1643,1:+,1:+,,0.603
1644,2:-,2:-,,0.579
1645,2:-,2:-,,0.995
1646,2:-,2:-,,1
1647,2:-,2:-,,0.989
1648,2:-,2:-,,0.993
1649,2:-,2:-,,0.562
1650,2:-,2:-,,1
1651,2:-,2:-,,0.982
1652,2:-,2:-,,0.81
1653,2:-,1:+,+,0.967
1654,1:+,2:-,+,0.795
1655,2:-,2:-,,0.972
1656,2:-,2:-,,0.999
1657,2:-,2:-,,0.999
1658,2:-,1:+,+,0.995
1659,1:+,2:-,+,1
1660,2:-,2:-,,0.793
1661,2:-,2:-,,1
1662,2:-,1:+,+,0.621
1663,2:-,2:-,,0.985
1664,2:-,2:-,,0.966
1665,2:-,2:-,,0.613
1666,2:-,1:+,+,0.97
1667,2:-,2:-,,0.585
1668,2:-,2:-,,0.998
1669,2:-,2:-,,0.928
1670,2:-,2:-,,0.786
1671,2:-,1:+,+,0.981
1672,2:-,1:+,+,0.948
1673,2:-,2:-,,0.907
1674,2:-,2:-,,0.913
1675,2:-,2:-,,1
1676,2:-,2:-,,1
1677,1:+,2:-,+,0.782
1678,2:-,2:-,,0.984
1679,2:-,2:-,,0.936
1680,2:-,2:-,,0.999
1681,2:-,1:+,+,0.853
1682,2:-,2:-,,0.971
1683,2:-,2:-,,0.985
1684,2:-,2:-,,1
1685,2:-,2:-,,0.893
1686,2:-,2:-,,1
1687,2:-,2:-,,0.947
1688,2:-,2:-,,0.595
1689,1:+,2:-,+,0.996
1690,2:-,2:-,,0.802
1691,2:-,2:-,,1
1692,2:-,1:+,+,0.627
1693,2:-,2:-,,0.877
1694,2:-,1:+,+,0.612
1695,2:-,2:-,,0.999
1696,2:-,1:+,+,0.885
1697,2:-,2:-,,0.68
1698,2:-,1:+,+,0.908
1699,1:+,1:+,,0.999
1700,2:-,2:-,,0.674
1701,2:-,2:-,,0.994
1702,2:-,2:-,,0.801
1703,2:-,2:-,,0.99
1704,1:+,2:-,+,0.992
1705,2:-,2:-,,0.998
1706,2:-,2:-,,1
1707,1:+,2:-,+,0.912
1708,2:-,2:-,,0.939
1709,2:-,2:-,,1
1710,2:-,1:+,+,0.898
1711,2:-,2:-,,0.814
1712,2:-,2:-,,0.981
1713,2:-,2:-,,0.977
1714,2:-,1:+,+,0.591
1715,2:-,2:-,,0.787
1716,2:-,2:-,,0.884
1717,2:-,2:-,,0.998
1718,2:-,2:-,,0.817
1719,2:-,2:-,,1
1720,2:-,1:+,+,0.615
1721,2:-,2:-,,0.747
1722,2:-,2:-,,0.997
1723,2:-,2:-,,0.997
1724,2:-,2:-,,0.978
1725,2:-,2:-,,0.913
1726,2:-,2:-,,0.504
1727,1:+,1:+,,0.95
1728,2:-,2:-,,0.995
1729,2:-,1:+,+,0.503
1730,2:-,2:-,,0.942
1731,2:-,1:+,+,0.994
1732,2:-,1:+,+,0.827
1733,2:-,2:-,,0.985
1734,2:-,2:-,,0.886
1735,2:-,2:-,,0.811
1736,1:+,1:+,,0.919
1737,2:-,2:-,,0.727
1738,2:-,2:-,,0.857
1739,2:-,2:-,,0.965
1740,2:-,1:+,+,0.796
1741,2:-,1:+,+,1
1742,2:-,1:+,+,0.608
1743,1:+,2:-,+,0.823
1744,2:-,2:-,,0.622
1745,2:-,1:+,+,0.874
1746,2:-,2:-,,0.999
1747,2:-,2:-,,1
1748,2:-,2:-,,0.868
1749,2:-,2:-,,0.613
1750,2:-,2:-,,0.935
1751,2:-,1:+,+,0.852
1752,2:-,1:+,+,0.526
1753,2:-,2:-,,0.99
1754,2:-,2:-,,0.944
1755,2:-,2:-,,0.962
1756,2:-,2:-,,0.816
1757,2:-,2:-,,0.935
1758,2:-,2:-,,0.688
1759,2:-,2:-,,0.994
1760,2:-,2:-,,1
1761,2:-,2:-,,0.917
1762,2:-,2:-,,0.742
1763,2:-,2:-,,0.944
1764,2:-,2:-,,0.979
1765,2:-,2:-,,1
1766,2:-,2:-,,0.98
1767,2:-,2:-,,0.98
1768,2:-,1:+,+,0.763
1769,2:-,1:+,+,0.772
1770,2:-,2:-,,0.83
1771,2:-,2:-,,0.999
1772,2:-,2:-,,0.989
1773,2:-,2:-,,1
1774,2:-,2:-,,0.793
1775,2:-,1:+,+,0.923
1776,2:-,2:-,,0.868
1777,2:-,2:-,,0.715
1778,1:+,1:+,,0.769
1779,2:-,2:-,,0.955
1780,2:-,2:-,,0.996
1781,2:-,2:-,,0.673
1782,1:+,1:+,,0.773
1783,2:-,2:-,,0.934
1784,2:-,2:-,,0.751
1785,2:-,2:-,,0.998
1786,2:-,2:-,,0.936
1787,2:-,1:+,+,0.526
1788,2:-,2:-,,0.941
1789,2:-,1:+,+,0.715
1790,2:-,2:-,,0.944
1791,2:-,2:-,,0.877
1792,2:-,2:-,,0.564
1793,2:-,2:-,,0.524
1794,2:-,2:-,,0.996
1795,2:-,2:-,,0.985
1796,2:-,1:+,+,0.672
1797,2:-,2:-,,0.998
1798,2:-,2:-,,0.51
1799,2:-,2:-,,0.983
1800,2:-,1:+,+,0.725
1801,2:-,2:-,,1
1802,2:-,2:-,,0.662
1803,2:-,2:-,,0.998
1804,2:-,2:-,,0.773
1805,2:-,2:-,,0.965
1806,2:-,2:-,,1
1807,2:-,2:-,,0.603
1808,2:-,2:-,,0.998
1809,2:-,2:-,,0.931
1810,2:-,2:-,,0.66
1811,1:+,1:+,,0.959
1812,2:-,2:-,,1
1813,2:-,2:-,,0.996
1814,2:-,2:-,,1
